"NoW March 13, 2019",0
Netflix’s Formula 1: Drive to Survive finds pressure at the core of F1,https://arstechnica.com/gaming/2019/03/netflixs-formula-1-drive-to-survive-finds-pressure-at-the-core-of-f1/
Disney to close “vault” for good as it moves film library to streaming service,https://arstechnica.com/gadgets/2019/03/disney-to-close-vault-for-good-as-it-moves-film-library-to-streaming-service/
"With Fox, Disney will have an even bigger footprint in Hollywood",https://www.latimes.com/business/hollywood/la-et-mn-disney-fox-merger-how-will-change-hollywood-20190308-story.html
Amazon to close all its pop-up shops: Company said Wednesday it will focus on opening more bookstores instead,https://www.cbc.ca/news/business/amazon-to-close-pop-up-shops-1.5046732
Sorry Amazon: Philadelphia bans cashless stores,https://arstechnica.com/tech-policy/2019/03/sorry-amazon-philadelphia-bans-cashless-stores/
Hearst Opens L.A. Production Studio Ahead Of Clevver Relaunch In Coming Weeks,https://www.tubefilter.com/2019/03/06/hearst-to-relaunch-clevver-coming-weeks/
BuzzFeed CEO Says Company Is Generating Over $200: Million Annually From Businesses That Didn’t Exist Two Years Ago,https://variety.com/2019/digital/news/buzzfeed-ceo-jonah-peretti-over-200-million-revenue-1203158348/
Microsoft proves the critics right: We’re heading toward a Chrome-only Web,https://arstechnica.com/gadgets/2019/03/microsofts-new-skype-for-web-client-an-early-taste-of-the-browser-monoculture/
Nvidia to acquire high performance computing company Mellanox for $6.9 billion ,http://www.gamasutra.com/view/news/338409/Nvidia_to_acquire_high_performance_computing_company_Mellanox_for_69_billion.php
Allo Could Have Been Great. Google Blew It.,https://gizmodo.com/allo-could-have-been-great-google-blew-it-1833234241
Do You Really Need Disclosures in Google Ads?,https://www.lexology.com/library/detail.aspx?g=454bcfe8-7142-46d3-8926-9594ea696025
Google to Ban Political Ads in Canadian Election,https://www.lexology.com/library/detail.aspx?g=f9194d36-836d-4d37-89dc-e919a0bfa8ba
Boeing Promises Software Update For Plane That Crashed,https://futurism.com/the-byte/boeing-promises-software-update-plane-sunday-crash
eCommerce Executive Pleads Guilty to Price Fixing on Online Marketplace,https://www.lexology.com/library/detail.aspx?g=a75600df-2f8b-41e6-8484-c09a735f5f09
N.Y. Court of Appeals: No Difference Between “Private” and “Public” Posts in Discovery ,https://www.lexology.com/library/detail.aspx?g=3da05fd9-a2ba-4a86-9f69-edadb1348543
Windows 10 passes 800 million devices,https://arstechnica.com/gadgets/2019/03/windows-10-passes-800-million-devices/
Why I Regret Upgrading to an iPhone XS,https://gizmodo.com/why-i-regret-upgrading-to-an-iphone-xs-1832653430
A “serious” Windows 0-day is being actively exploited in the wild,https://arstechnica.com/information-technology/2019/03/attackers-are-actively-exploiting-a-serious-windows-zeroday-in-the-wild/
Competition Bureau chief expected to continue focus on Big Data,https://www.canadianlawyermag.com/legalfeeds/author/aidan-macnab/competition-bureau-chief-expected-to-continue-focus-on-big-data-16952/
Artificial Intelligence: Canadian and International Trends ,https://www.lexology.com/library/detail.aspx?g=0ed8c690-85f6-408f-88b1-553b05b85758
AI & Global Governance: The Advantages of Applying the International Human Rights Framework to Artificial Intelligence (Centre for Policy Research at United Nations University),https://harvard.us10.list-manage.com/track/click?u=ef13e6d75b74b1791f13115cd&id=5e9749ac64&e=90a8528ef9
"Laws should monitor bias in AI, experts say",https://www.canadianlawyermag.com/legalfeeds/author/anita-balakrishnan/laws-should-monitor-bias-in-ai-experts-say-16956/
U.S. Army Assures Public That Robot Tank System Adheres to AI Murder Policy,https://gizmodo.com/u-s-army-assures-public-that-robot-tank-system-adheres-1833061674
Could On-Demand Artificial Intelligence-based Authentication End The Fake News Menace?,https://www.entrepreneur.com/article/329643
Why Inclusion Matters for the Future of Artificial Intelligence,https://medium.com/berkman-klein-center/why-inclusion-matters-for-the-future-of-artificial-intelligence-2cb9d3b1b92b
“What can artificial intelligence teach us about fairness?”,http://www.storybench.org/what-can-artificial-intelligence-teach-us-about-fairness/
"Patch is using AI to write 3,000 articles a week ",https://harvard.us10.list-manage.com/track/click?u=ef13e6d75b74b1791f13115cd&id=e4f147d6fa&e=90a8528ef9
"Degenerate Feedback Loops in Recommender Systems (Ray Jiang, Silvia Chiappa, Tor Lattimore, Andras Agyorgy, Pushmeet Kohli)",https://arxiv.org/pdf/1902.10730v2.pdf
This Site Detects Whether Text Was Written by a Bot,https://futurism.com/detects-text-written-bot
Tech That Can “Detect Emotion” Could Keep You From Getting A Job,https://futurism.com/the-byte/emotion-detect-system-getting-job
See The Robot Head That Might Interview You For Your Next Job,https://futurism.com/the-byte/tengai-robot-head-job-interview
You’re Hired! This Site Generates Random Neural Network Résumés: These gibberish résumés show that HR might still require a human touch.,https://futurism.com/site-generates-random-resumes-ai
"Facial recognition's 'dirty little secret': Millions of online photos scraped without consent - People’s faces are being used without their permission, in order to power technology that could eventually be used to surveil them, legal experts say.",https://www.nbcnews.com/tech/internet/facial-recognition-s-dirty-little-secret-millions-online-photos-scraped-n981921
Using Creative Commons images to train artificial intelligence (Andres Guadamuz),https://www.technollama.co.uk/using-creative-commons-images-to-train-artificial-intelligence
Why IBM Thinks Quantum Computers Will Boost Machine Learning,https://futurism.com/ibm-quantum-computers-boost-machine-learning
"Data mining, AI and Media: A brave new world? ",https://www.lexology.com/library/detail.aspx?g=4d707e40-791a-4274-a341-8fed062e0f33
Why Self-Checkout Is and Has Always Been the Worst,https://gizmodo.com/why-self-checkout-is-and-has-always-been-the-worst-1833106695
Failure to Launch – OSC Director Determines That Bitcoin Fund is Not Ready for the Retail Spotlight,https://mcmillan.ca/Files/213116_Failure_to_Launch_-_OSC_Determines_Bitcoin_Fund_Not_Ready.pdf
The ability to say NO on the Internet,https://medium.com/codingrights/the-ability-to-say-no-on-the-internet-b4bdebdf46d7
Reclaiming the Data Commons,https://medium.com/berkman-klein-center/reclaiming-the-data-commons-cb890495b2ee
Twitter Defeats Yet Another Lawsuit from a Suspended User–Cox v. Twitter (Eric Goldman),https://blog.ericgoldman.org/archives/2019/03/twitter-defeats-yet-another-lawsuit-from-a-suspended-user-cox-v-twitter.htm
Section 230 Preempts Unfair Competition Law Claim–Taylor v. Twitter (Eric Goldman),https://blog.ericgoldman.org/archives/2019/03/section-230-preempts-unfair-competition-law-claim-taylor-v-twitter.htm
Appeals Court Upholds Dismissal Of Defamation Lawsuit Against Actor James Woods,https://www.techdirt.com/articles/20190303/17350841725/appeals-court-upholds-dismissal-defamation-lawsuit-against-actor-james-woods.shtml
Tweet Containing Question Mark Isn’t Defamatory–Boulger v. Woods,https://blog.ericgoldman.org/archives/2019/03/tweet-containing-question-mark-isnt-defamatory-boulger-v-woods.htm
"""We're killing our capacity for creativity"": Twitter VP Bruce Daisley explains why checking emails outside of work and the misuse of open plan offices is creating so much stress",https://www.gamesindustry.biz/articles/2019-03-07-were-killing-our-capacity-for-creativity
Twitter Debuts An In-App Camera Function,https://www.wired.com/story/twitter-new-camera-feature/
Twitter Launches Improved In-App Camera With 280-Second Video Limit,https://www.tubefilter.com/2019/03/13/twitter-improved-in-app-camera/
Filtering Software Defeats Another Lawsuit–PC Drivers v. Malwarebytes (Eric Goldman),https://blog.ericgoldman.org/archives/2019/03/filtering-software-defeats-another-lawsuit-pc-driver-v-malwarebytes.htm
Vice May Be Looking to Raise Another $200 Million (Report),https://variety.com/2019/biz/uncategorized/vice-200-million-funding-1203161748/
"After Laying Off 250 Staffers, Vice Is Now Looking To Raise $200 Million (Report)",https://www.tubefilter.com/2019/03/13/vice-looking-to-raise-200-million/
Copyright in the Digital Single Market - Link Tax,https://www.lexology.com/library/detail.aspx?g=7be057ef-c10b-4020-986d-ece575ed8aed
Empowering the Marginalized: Tales of the Digital Good Life,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3110456
You are seeing this because you are…:  Targeted advertisements are getting so specific they’ll choose the color of your next panties before you even knew you wanted them.,https://chupadados.codingrights.org/en/gendered-targeted-ads/
"Design Justice, A.I., and Escape from the Design Justice, A.I., and Escape from the Matrix of Domination",https://jods.mitpress.mit.edu/pub/costanza-chock
 Matrix of Domination,0
"Calling Doctor Google? Technology Adoption and Health Information Seeking among Low-income African-American Older Adults (Hyunjin Seo, Joseph Erba, Mugur Geana, Crystal Lumpkins)",http://journals.fcla.edu/jpic/article/view/104561
Cookie Policy,https://www.lexology.com/library/detail.aspx?g=d8ec1dbe-5030-4b75-bad9-cbb2a0c8bd1d
Website Law Alert - A Website’s Non-Compliance with the Americans with Disabilities Act or the Copyright Act Can be Expensive,https://www.lexology.com/library/detail.aspx?g=b6463973-cece-40cd-80a3-724ead29ae12
Is It Actually Okay To Touch Your Computer Screen?,https://gizmodo.com/is-it-actually-okay-to-touch-your-computer-screen-1832408962
Who are the next billion users and what do they want?,https://techcrunch.com/2019/03/08/who-are-the-next-billion-users-and-what-do-they-want/
A Book Review Of Code And Other Laws Of Cyberspace,https://www.techdirt.com/articles/20190215/11593941604/book-review-code-other-laws-cyberspace.shtml
Thoughtful design as the gateway to ethical data processing,https://www.lexology.com/library/detail.aspx?g=bdf61d9b-278d-4964-b771-f27abd6ae562
­­­,https://gizmodo.com/the-webs-dad-isnt-angry-just-disappointed-1833230969
"The Web's Dad Isn't Angry, Just Disappointed ",https://gizmodo.com/the-webs-dad-isnt-angry-just-disappointed-1833230969
German Football League To Try Novel Antipiracy Strategy Of Actually Having Legal Alternatives For Its Content,https://www.techdirt.com/articles/20190306/10112741745/german-football-league-to-try-novel-antipiracy-strategy-actually-having-legal-alternatives-content.shtml
The Trouble With Emojis,https://www.lexology.com/library/detail.aspx?g=d0dfa787-753d-4dac-9d16-45b83e75fb4d
'Sealioning' Is A Common Trolling Tactic On Social Media--What Is It?,https://www.forbes.com/sites/marshallshepherd/2019/03/07/sealioning-is-a-common-trolling-tactic-on-social-media-what-is-it/
Even the Queen Needs a Social Media Policy,https://www.lexology.com/library/detail.aspx?g=b2666501-55ea-4374-a555-017c1ec5c294
"Delete Never: The Digital Hoarders Who Collect Tumblrs, Medieval Manuscripts, and Terabytes of Text Files",https://gizmodo.com/delete-never-the-digital-hoarders-who-collect-tumblrs-1832900423
CREATIVITY,0
Supreme Court Says Of Course You Need To Register Your Copyright Before You Can Sue; Copyright Trolls & Hollywood Freak Out,https://www.techdirt.com/articles/20190307/00075841752/supreme-court-says-course-you-need-to-register-your-copyright-before-you-can-sue-copyright-trolls-hollywood-freak-out.shtml
"SCOTUS issues ruling in Fourth Estate Public Benefit Corp. v. Wall-Street.com, LLC ",https://www.lexology.com/library/detail.aspx?g=5d7a0b32-27ec-42f4-8ef7-e2e53bac2d99
Supreme Court Requires Completed Copyright Registration Before Filing Suit–Fourth Estate Public Benefit v. Wall-Street,https://blog.ericgoldman.org/archives/2019/03/supreme-court-requires-completed-copyright-registration-before-filing-suit-fourth-estate-public-benefit-v-wall-street-guest-blog-post.htm
Application Rejected: Supreme Court Requires Registration to Commence Copyright Infringement Suit ,https://www.lexology.com/library/detail.aspx?g=c0b999ec-ff8b-47de-9386-d97f0d82f198
More Copyright Policy Should Be As Boring As This Supreme Court Decision,https://www.techdirt.com/articles/20190307/17115841760/more-copyright-policy-should-be-as-boring-as-this-supreme-court-decision.shtml
Banksy wins pivotal case against museum for trademark infringement,https://www.lexology.com/library/detail.aspx?g=7886c1ae-5f54-4a37-a215-c444c312987e
"Court Rules “Transformed” Photo of Candidate is Fair Use, Not Infringement",https://www.lexology.com/library/detail.aspx?g=04126fd8-45bf-4a19-b6f2-e3984c41553d
"Big Fair Use Win For Mashups: 'Oh, The Places You'll Boldly Go!' Deemed To Be Fair Use",https://www.techdirt.com/articles/20190313/09554041791/big-fair-use-win-mashups-places-youll-boldly-go-deemed-to-be-fair-use.shtml
NYTimes Reporter Gets Bogus Defamation Lawsuit Dismissed As Judge Philosophizes About SLAPP Suits,https://www.techdirt.com/articles/20190228/23020841699/nytimes-reporter-gets-bogus-defamation-lawsuit-dismissed-as-judge-philosophizes-about-slapp-suits.shtml
Adverts must avoid harmful gender stereotypes ,https://www.lexology.com/library/detail.aspx?g=0ecb1dd9-c858-4581-b6ff-681cdc2211f7
"Race and Resistance Amid Feminism, Priming, and Capitalism: The (surprisingly-globalized) Visual of an Asian American Woman Activist",https://adanewmedia.org/2018/11/issue14-korn/
"Captain Marvel review: The hero we, and Marvel Studios, need right now",https://arstechnica.com/gaming/2019/03/captain-marvel-review-the-hero-we-and-marvel-studios-need-right-now/
Captain Marvel is kicking the box office's ass,https://news.avclub.com/captain-marvel-is-kicking-the-box-offices-ass-1833176894
"Captain Marvel's Box Office Success Defies Trolls: In spite of the haters and the controversy, Captain Marvel prevailed at the box office this weekend.",https://ca.ign.com/videos/2019/03/12/captain-marvels-box-office-success-defies-trolls-ign-now
Why It’s Actually Great That ‘Captain Marvel’ Is Just Fine ,https://variety.com/2019/film/news/captain-marvel-just-ok-fine-women-directors-1203158671/
Captain Marvel's Directors Discuss the Importance of the Women in Carol Danvers' Life,https://io9.gizmodo.com/captain-marvels-directors-discuss-the-importance-of-the-1833208871
calc.exe is now open source; there’s surprising depth in its ancient code,https://arstechnica.com/gadgets/2019/03/calc-exe-is-now-open-source-theres-surprising-depth-in-its-ancient-code/
5 Reasons You Really Need To Go See 'Captain Marvel',https://www.forbes.com/sites/erikkain/2019/03/08/5-reasons-you-really-need-to-go-see-captain-marvel/
Stan Lee’s Captain Marvel cameo raises a lot of questions,https://news.avclub.com/stan-lee-s-captain-marvel-cameo-raises-a-lot-of-questio-1833155850
Man angry his photo was used to prove all hipsters look alike — then learns it wasn't him,https://www.cbc.ca/radio/asithappens/man-angry-his-photo-was-used-to-prove-all-hipsters-look-alike-then-learns-it-wasn-t-him-1.5046933
Supreme Court Issues Two Important Decisions Tackling Copyright Registration and Litigation Costs,https://www.lexology.com/library/detail.aspx?g=2bfe6a27-20f3-440f-898b-ae72901ebbb6
DuBay v. King,https://www.lexology.com/library/detail.aspx?g=1e70bff9-5ae0-4cc8-ab2b-289e36aac70a
"Denver Club “Stripped” Carmen Electra and Others of Compensation, Suit Says ",https://www.lexology.com/library/detail.aspx?g=9945b363-1c24-411c-8c12-a16428f109de
How generational attitudes towards IP are impacting the law,https://www.lexology.com/library/detail.aspx?g=204ef495-4802-4837-a28d-488e1446562c
Was La Toya Jackson Right About Her Family All Along? ,https://jezebel.com/was-la-toya-jackson-right-about-her-family-all-along-1833194933
Music Writer From 1999 Predicts What Bands Will Still Be Around in 2019,https://paleofuture.gizmodo.com/music-writer-from-1999-predicts-what-bands-will-still-b-1832953581
"MEDIA, COMMUNICATIONS & NET NEUTRALITY",0
"I feel cheated': Big telcos hike prices for $60 plans with 10 GB, sparking complaints",https://www.cbc.ca/news/business/telus-rogers-bell-60-10-gb-plan-price-1.5039718
·       ,0
The Federal Government Signals a New Policy Approach for the CRTC in the Telecom Sector (Stephen Zolf),https://www.lexology.com/library/detail.aspx?g=f5451ffd-e7e1-4b3f-8cfb-45cafcfa34ec
Net Neutrality Update: House Hearing and Proposed Legislation,https://www.lexology.com/library/detail.aspx?g=14a5b715-c3af-4d6d-ab63-2a8c30fa80d8
New Bill Would Enshrine The FCC's Net Neutrality Rules Into Standalone Federal Law,https://www.techdirt.com/articles/20190306/09464141744/new-bill-would-enshrine-fccs-net-neutrality-rules-into-standalone-federal-law.shtml
John Oliver Robocalls Ajit Pai For Not Doing More To Thwart Robocalls,https://www.techdirt.com/articles/20190312/09542641780/john-oliver-robocalls-ajit-pai-not-doing-more-to-thwart-robocalls.shtml
John Oliver fights robocalls… by robocalling Ajit Pai and the FCC,https://arstechnica.com/tech-policy/2019/03/john-oliver-fights-robocalls-by-robocalling-ajit-pai-and-the-fcc/
Combatting Illegal Robocalls: FCC’s “Top Consumer Protection Priority” ,https://www.lexology.com/library/detail.aspx?g=7c0214c2-6e93-4873-a29c-90eac77989a2
T-Mobile Still Pretending That Staying At Trump's DC Hotel Isn't An Obvious Ploy To Gain Merger Approval,https://www.techdirt.com/articles/20190305/08132741735/t-mobile-still-pretending-that-staying-trumps-dc-hotel-isnt-obvious-ploy-to-gain-merger-approval.shtml
"Report Claims Trump Pushed For AT&T Time Warner DOJ Lawsuit To Hurt CNN, Help Rupert Murdoch",https://www.techdirt.com/articles/20190304/09131041727/report-claims-trump-pushed-att-time-warner-doj-lawsuit-to-hurt-cnn-help-rupert-murdoch.shtml
"AT&T CFO Says Growing WarnerMedia, Reducing Debt Are Key Priorities",https://www.forbes.com/sites/jillgoldsmith/2019/03/12/att-cfo-says-growing-warnermedia-reducing-debt-are-key-priorities/
AT&T raises DirecTV Now price—again—after promising lower post-merger bills,https://arstechnica.com/information-technology/2019/03/att-raises-directv-now-price-again-after-promising-lower-post-merger-bills/
Sprint steps up fight against AT&T’s “fake 5G” with full-page Sunday NYT ad,https://arstechnica.com/information-technology/2019/03/sprint-warns-customers-dont-be-fooled-by-atts-fake-5g/
"Yes, 5G will cost you more—Verizon plans $10 add-on charge for 5G access",https://arstechnica.com/information-technology/2019/03/verizon-to-charge-10-extra-for-5g-but-wont-do-any-throttling-for-now/
Russian Telecom Giant Agrees to Pay $850 Million in Penalties to Resolve Alleged Involvement in FCPA Bribery Scheme,https://www.lexology.com/library/detail.aspx?g=aaff810d-133e-4dd0-8476-7d74e1876731
Tucker Carlson’s war on the ruling class is a master class of misdirection,https://www.mediamatters.org/blog/2019/02/28/tucker-carlson-s-war-ruling-class-master-class-misdirection/222887
"DramaFever’s Former Finance VP Sues Warner Bros., Alleging Anti-Asian Bias",https://www.tubefilter.com/2019/03/07/dramafevers-vp-sues-warner-bros-anti-asian-bias/
"Do TV Program Ratings Do a Good Job Telling Families Which Programs are Appropriate for Kids to Watch? Congress Wants to Know, So the FCC is Asking ",https://www.lexology.com/library/detail.aspx?g=3b9db8be-9689-47e3-a637-941e3d80e38a
Cable and satellite TV sinks again as online streaming soars,https://arstechnica.com/information-technology/2019/03/cable-and-satellite-tv-sinks-again-as-online-streaming-soars/
Ajit Pai’s rosy broadband deployment claim may be based on gigantic error,https://arstechnica.com/tech-policy/2019/03/ajit-pais-rosy-broadband-deployment-claim-may-be-based-on-gigantic-error/
Much Of The Broadband Growth Ajit Pai Credits To Killing Net Neutrality Was Actually Due To A Clerical Error,https://www.techdirt.com/articles/20190307/14391341756/much-broadband-growth-ajit-pai-credits-to-killing-net-neutrality-was-actually-due-to-clerical-error.shtml
New York hasn’t followed through on order to kick Charter out of state,https://arstechnica.com/tech-policy/2019/03/new-york-hasnt-followed-through-on-order-to-kick-charter-out-of-state/
"Portland Lawmakers Want to Block 5G Rollout, Citing Shaky Health Risks",https://gizmodo.com/portland-lawmakers-want-to-block-5g-rollout-citing-sha-1833253078
A Call to Regulate E-Cig Advertising - What is the FCC’s Role in Regulating Advertising For the Vices? ,https://www.lexology.com/library/detail.aspx?g=8ec7e4ff-ce24-4c7a-9704-9ee66ac365f7
Researchers Tune In To Smallest Radio Frequency In Quantum Mechanics,https://futurism.com/the-byte/smallest-radio-frequency-quantum-mechanics
SURVEILLANCE & PRIVACY,0
"Redefining our privacy expectations: The SCC’s recent Jarvis ruling will have broad effects, particularly in the grey areas, on the use of surveillance technology.",http://nationalmagazine.ca/en-ca/articles/law/hot-topics-in-law/2019-(1)/redefining-our-privacy-expectations
Be Careful What You Wish For: 'Privacy Protection' Now Used As An Excuse To Cut Off Investigative Journalists From Key Database,https://www.techdirt.com/articles/20190223/21360941661/be-careful-what-you-wish-privacy-protection-now-used-as-excuse-to-cut-off-investigative-journalists-key-database.shtml
New Florida Bill Seeks To Bury Recordings Of Mass Shootings,https://www.techdirt.com/articles/20190225/17305941673/new-florida-bill-seeks-to-bury-recordings-mass-shootings.shtml
"A world of hurt after GoDaddy, Apple, and Google misissue >1 million certificates",https://arstechnica.com/information-technology/2019/03/godaddy-apple-and-google-goof-results-in-1-million-misissued-certificates/
Appeals Court Doesn't Buy Government's National Security Assertions; Says Lawsuit Against FBI Can Continue,https://www.techdirt.com/articles/20190301/21480441711/appeals-court-doesnt-buy-governments-national-security-assertions-says-lawsuit-against-fbi-can-continue.shtml
OSFI Provides New Guidance on Technology and Cybersecurity,https://stikeman.com/en-ca/kh/canadian-securities-law/OSFI-Provides-New-Guidance-on-Technology-and-Cybersecurity
United States Federal Trade Commission strikes one for children’s privacy,https://www.lexology.com/library/detail.aspx?g=cef8996a-19e1-4ec8-b44f-fb266c6d486d
FTC Not Kidding Around with TikTok’s Record-Setting COPPA Fine - Five Steps to Reduce Your Risk Now,https://www.lexology.com/library/detail.aspx?g=fbef3f02-af43-4d3c-89f9-d37685370e80
Data Privacy Alert: TikTok to Pay $5.7 Million for Violating COPPA,https://www.lexology.com/library/detail.aspx?g=40f9f886-0e15-4757-840e-b5fbaf4f248e
FTC Enters Consent Decree with TikTok and Issues Largest-Ever Fine Under COPPA ,https://www.lexology.com/library/detail.aspx?g=c72666fb-bdc5-4eaf-bf99-41bee13ac2cf
JavaScript infinite alert prank lands 13-year-old Japanese girl in hot water,https://arstechnica.com/tech-policy/2019/03/japanese-police-charge-13-year-old-girl-for-infinite-javascript-popup-prank/
Citrix says its network was breached by international criminals,https://arstechnica.com/information-technology/2019/03/citrix-says-its-network-was-breached-by-international-criminals/
"Three men cop to $21 million vishing and smishing scheme: Phone-based scam may be low-tech, but it netted big bucks, prosecutors say.",https://arstechnica.com/information-technology/2019/03/3-men-plead-guilty-to-vishing-and-smishing-scheme-estimated-to-cost-21-million/
An email marketing company left 809 million records exposed online,https://arstechnica.com/information-technology/2019/03/an-email-marketing-company-left-809-million-records-exposed-online/
"A brief history of Wi-Fi security protocols from “oh my, that’s bad” to WPA3",https://arstechnica.com/gadgets/2019/03/802-eleventy-who-goes-there-wpa3-wi-fi-security-and-what-came-before-it/
"CBP Put A Bunch Of Journalists, Immigration Lawyers, And Activists On A Secret Watchlist",https://www.techdirt.com/articles/20190306/19554641751/cbp-put-bunch-journalists-immigration-lawyers-activists-secret-watchlist.shtml
Clapper Continues To Pretend He Didn't Lie To Congress About Domestic Surveillance Programs,https://www.techdirt.com/articles/20190306/16444741749/clapper-continues-to-pretend-he-didnt-lie-to-congress-about-domestic-surveillance-programs.shtml
Owner of MAGA-Friendly Yelp Knockoff Threatens to Call FBI After Researcher Exposes Security Holes,https://gizmodo.com/owner-of-maga-friendly-yelp-knockoff-threatens-to-call-1833247075
"“Yelp, but for MAGA” turns red over security disclosure, threatens researcher",https://arstechnica.com/information-technology/2019/03/yelp-but-for-maga-turns-red-over-security-disclosure-threatens-researcher/
Major Data Privacy Changes at Tech Companies Are a Sign of the Times ,https://www.lexology.com/library/detail.aspx?g=ed781eed-afec-4df6-bcf1-e23706948202
"The Galaxy S10’s face unlock fooled by pictures, siblings",https://arstechnica.com/gadgets/2019/03/the-galaxy-s10s-face-unlock-fooled-by-pictures-siblings/
Why people think their phones are listening to them ,https://harvard.us10.list-manage.com/track/click?u=ef13e6d75b74b1791f13115cd&id=e77fb4fbd9&e=90a8528ef9
"It's Apparently Easy To Pretend To Be A Cop, Grab Location Data From Cellular Carriers",https://www.techdirt.com/articles/20190306/07242441739/apparently-easy-to-pretend-to-be-cop-grab-location-data-cellular-carriers.shtml
FOIA Documents Detail DHS/CBP's Rules-Free Rollout Of Biometric Scanning Program,https://www.techdirt.com/articles/20190311/17502341774/foia-documents-detail-dhs-cbps-rules-free-rollout-biometric-scanning-program.shtml
Thailand Decides To Make Its Terrible Cybersecurity Law Even Worse,https://www.techdirt.com/articles/20190302/21273241720/thailand-decides-to-make-terrible-cybersecurity-law-even-worse.shtml
