"NoW January 2, 2019",0
CanLII Top Ten Accessed Cases from 2018,https://blog.canlii.org/2018/12/17/%E2%9B%B0%EF%B8%8F-top-ten-accessed-cases-from-2018-%E2%9B%B0%EF%B8%8F/
Looking Back at 2018: My Top Ten Posts (Michael Geist),http://www.michaelgeist.ca/2018/12/looking-back-at-2018/
"35 years ago, Isaac Asimov was asked by the Star to predict the world of 2019. Here is what he wrote",https://www.thestar.com/news/world/2018/12/27/35-years-ago-isaac-asimov-was-asked-by-the-star-to-predict-the-world-of-2019-here-is-what-he-wrote.html
"Technology, Ranked",https://paleofuture.gizmodo.com/technology-ranked-1830501100
CREATIVITY,0
Mickey Mouse will be public domain soon—here’s what that means,https://arstechnica.com/tech-policy/2019/01/a-whole-years-worth-of-works-just-fell-into-the-public-domain/
Announcing The Public Domain Game Jam: Gaming Like It's 1923,https://www.techdirt.com/articles/20181230/22225341310/announcing-public-domain-game-jam-gaming-like-1923.shtml
'Fake News' Results In Real Jail Time For Ohio Woman,https://www.techdirt.com/articles/20181227/11474341300/fake-news-results-real-jail-time-ohio-woman.shtml
Why does flat Earth belief still exist?: Our latest video looks at what can motivate people to believe the impossible.,https://arstechnica.com/science/2018/12/why-does-flat-earth-belief-still-exist/
People adopt made-up social rules to be part of a group: It happens when the rule is useless and nobody will ever meet anyone affected by it.,https://arstechnica.com/science/2018/12/people-adopt-made-up-social-rules-to-be-part-of-a-group/
When a $1M+ Publicity Rights Damages Award Isn’t a Win–Olive v. GNC,https://blog.ericgoldman.org/archives/2019/01/when-a-1m-publicity-rights-damages-award-isnt-a-win-olive-v-gnc.htm
Students Make A Video Depicting A School Shooting; Sheriff Decides Everyone Needs To Have Their Rights Violated,https://www.techdirt.com/articles/20181226/08414841289/students-make-video-depicting-school-shooting-sheriff-decides-everyone-needs-to-have-their-rights-violated.shtml
"Thanks to higher resolution image, American Airlines has eventually managed to register its logo with the US Copyright Office",http://ipkitten.blogspot.com/2018/12/thanks-to-higher-resolution-image.html
100 Year Old Trademarks In 2019,https://www.trademarknow.com/blog/100-year-old-trademarks-in-2019
"Hopepunk, the latest storytelling trend, is all about weaponized optimism: In the era of Trump and apocalyptic change, Hopepunk is a storytelling template for #resistance - and hanging onto your humanity at all costs.",https://www.vox.com/2018/12/27/18137571/what-is-hopepunk-noblebright-grimdark
"MEDIA, COMMUNICATIONS & NET NEUTRALITY",0
CRTC Issues Guidance for Avoiding Indirect Liability for CASL Violations,https://www.lexology.com/library/detail.aspx?g=32e72ed2-583e-4239-a137-4cf7e5dd9dfa
Minnesota AG Just The Latest To Ding Comcast For Shady Fees,https://www.techdirt.com/articles/20181227/06454641295/minnesota-ag-just-latest-to-ding-comcast-shady-fees.shtml
Ajit Pai thanks Congress for helping him kill net neutrality rules,https://arstechnica.com/tech-policy/2019/01/ajit-pai-thanks-congress-for-helping-him-kill-net-neutrality-rules/
"The FCC Is Closing, So Hold Your Cell Phone Service Gripes",https://www.wired.com/story/fcc-is-closing-hold-your-cellphone-service-gripes/
"CBS Eyes Ditching Nielsen As Streaming, Cord Cutting Change The Game",https://www.techdirt.com/articles/20181220/09395141272/cbs-eyes-ditching-nielsen-as-streaming-cord-cutting-change-game.shtml
AT&T Attempts A Head Fake With 'Fake 5G',https://www.techdirt.com/articles/20181227/09153541296/att-attempts-head-fake-with-fake-5g.shtml
Who is leading the 5G patent race?,https://www.lexology.com/library/detail.aspx?g=64ea84d0-f9ce-4c2b-939b-dec5c2560e06
SURVEILLANCE & PRIVACY,0
Google Photos Defeats Privacy Lawsuit Over Face Scans–Rivera v. Google (Eric Goldman),https://blog.ericgoldman.org/archives/2018/12/google-photos-defeats-privacy-lawsuit-over-face-scans-rivera-v-google.htm
Foreign Cyberattack Cripples Major U.S. Newspapers,https://futurism.com/the-byte/newspapers-cyberattack-foreign
"EFF Wins FOIA Lawsuit Against DEA, Forces The Release Of More Info About Its Hemisphere Program",https://www.techdirt.com/articles/20181223/09123641283/eff-wins-foia-lawsuit-against-dea-forces-release-more-info-about-hemisphere-program.shtml
"Personal Data of Nearly 1,000 North Korean Defectors Reportedly Stolen in Hack",https://gizmodo.com/personal-data-of-nearly-1-000-north-korean-defectors-re-1831361692
Indian Government Wants Tech Companies To Give Law Enforcement 24-Hour Access To User Data And Broken Encryption,https://www.techdirt.com/articles/20181225/18561441287/indian-government-wants-tech-companies-to-give-law-enforcement-24-hour-access-to-user-data-broken-encryption.shtml
"Once Again, GDPR Is A Potential Privacy Nightmare: Amazon Sends 1,700 Voice Recordings To The Wrong User In GDPR Request",https://www.techdirt.com/articles/20181226/10134241291/once-again-gdpr-is-potential-privacy-nightmare-amazon-sends-1700-voice-recordings-to-wrong-user-gdpr-request.shtml
