"A Teenager Tried To Warn Apple About It's Facetime Security Flaw, But Appears To Have Been Ignored",,https://www.techdirt.com/articles/20190131/07551041499/teenager-tried-to-warn-apple-about-facetime-security-flaw-appears-to-have-been-ignored.shtml
I Cut Apple Out of My Life. It Was Devastating,,https://gizmodo.com/i-cut-apple-out-of-my-life-it-was-devastating-1831063868
FBI catches another man allegedly stealing Apple self-driving car secrets,,https://arstechnica.com/tech-policy/2019/01/second-man-accused-of-stealing-apple-self-driving-secrets-for-chinese-firm/
Apple pays France €500 million to cover a decade of back taxes,,https://arstechnica.com/tech-policy/2019/02/apple-pays-france-e500-million-to-cover-a-decade-of-back-taxes/
"Apple revokes Google’s enterprise iOS certificate, shuts down internal apps",,https://arstechnica.com/gadgets/2019/01/apple-shuts-down-googles-internal-ios-apps-just-like-facebook/
Apple restores Google’s own internal iPhone apps after privacy brouhaha,,https://arstechnica.com/information-technology/2019/02/in-addition-to-facebooks-apple-restores-googles-ios-app-certificate/
"Apple, Facebook spat is over, for now—iOS certificate access restored",,https://arstechnica.com/tech-policy/2019/01/apple-facebook-spat-is-over-for-now-ios-certificate-access-restored/
"Angela Ahrendts, leader of Apple’s retail efforts, will depart the company in April",,https://arstechnica.com/gadgets/2019/02/angela-ahrendts-leader-of-apples-retail-efforts-will-depart-the-company-in-april/
The 3rd Party Doctrine: Or Why Lawyers May Not Ethically Be Able To Use Whatsapp,,https://www.techdirt.com/articles/20190126/15573241471/3rd-party-doctrine-why-lawyers-may-not-ethically-be-able-to-use-whatsapp.shtml
Wisconsin's Overhyped Foxconn Deal Keeps Getting Lamer By The Week,,https://www.techdirt.com/articles/20190130/08564541495/wisconsins-overhyped-foxconn-deal-keeps-getting-lamer-week.shtml
I Cut Microsoft Out of My Life—or So I Thought,,https://gizmodo.com/i-cut-microsoft-out-of-my-life-or-so-i-thought-1830863898
Microsoft blames chip supply issues for drop in Windows revenue,,https://arstechnica.com/information-technology/2019/01/microsoft-blames-chip-supply-issues-for-drop-in-windows-revenue/
Windows setup error messages will soon be much less useless,,https://arstechnica.com/gadgets/2019/01/microsoft-promises-to-make-windows-setup-error-messages-useful/
Spotify reportedly in “advanced stages” of acquiring podcast company for $230M,,https://arstechnica.com/gaming/2019/02/spotify-reportedly-in-advanced-stages-of-acquiring-podcast-company-for-230m/
Spotify Is Looking to Acquire Podcast Startup Gimlet Media,,https://variety.com/2019/digital/news/spotify-gimlet-media-acquisition-talks-1203126498/
"Spotify Acquires Gimlet Media, Anchor Amid $500 Million Bet On Podcast Industry",,https://www.tubefilter.com/2019/02/06/spotify-acquires-gimlet-media-anchor/
Sirius XM Completes Acquisition of Pandora,,https://variety.com/2019/biz/news/sirius-xm-completes-acquisition-of-pandora-1203125882/
The Case for an Automation-Powered 4-Day Work Week,,https://gizmodo.com/the-case-for-an-automation-powered-4-day-work-week-1832248913
AI are learning common sense through Pictionary ,,http://www.gamasutra.com/view/news/336101/AI_are_learning_common_sense_through_Pictionary.php
Scientists Are Using Pictionary to Teach “Common Sense” to AI,,https://futurism.com/ai-common-sense-pictionary
Template License and Collaboration Agreements for AI Art,,http://blogs.harvard.edu/cyberlawclinic/2019/02/04/template-license-and-collaboration-agreements-for-ai-art/
Robo ART! - The human 'hand' and levels of AI,,https://www.lexology.com/library/detail.aspx?g=85f2a7a1-4179-4149-9abb-3c064fbde48c
DeepMind releases an AI learning environment for the card game Hanabi ,,http://www.gamasutra.com/view/news/335991/DeepMind_releases_an_AI_learning_environment_for_the_card_game_Hanabi.php
Protecting Creativity by Artificial Intelligence,,https://www.lexology.com/library/detail.aspx?g=83afe351-7f6b-45d0-b224-8b2942d42da9
"Bless the overclockers: In the data center world, liquid cooling is becoming king",,https://arstechnica.com/gadgets/2019/02/cheaper-greener-cooler-how-liquid-cooling-came-to-dominate-the-data-center/
Digital exchange loses $137 million as founder takes passwords to the grave,,https://arstechnica.com/information-technology/2019/02/digital-exchange-loses-137-million-as-founder-takes-passwords-to-the-grave/
Crypto Exchange Says It Can't Repay $190 Million to Clients After Founder Dies With Only Password,,https://gizmodo.com/crypto-exchange-says-it-cant-repay-190-million-to-clie-1832309454
"Did A Crypto CEO Fake His Own Death? The Great Quadriga Conspiracy, Day 6",,https://futurism.com/the-byte/did-a-crypto-ceo-fake-his-own-death-the-latest-updates
"Cryptocurrency investors locked out of $190m after exchange founder dies: QuadrigaCX, Canada’s largest exchange, was unable to access password or recovery key after Gerald Cotten died last December",,https://www.theguardian.com/technology/2019/feb/04/quadrigacx-canada-cryptocurrency-exchange-locked-gerald-cotten
Digital Currency App’s Electronic User Agreement Held Enforceable ,,https://www.lexology.com/library/detail.aspx?g=ff5aadbc-6557-478f-8129-0b10dd903ef4
eSignature and ePayment News and Trends,,https://www.lexology.com/library/detail.aspx?g=966b880a-24d8-4808-8372-2ee330eff2d0
Man who stole $5M in cryptocurrency via SIM swap pleads guilty,,https://arstechnica.com/tech-policy/2019/02/man-who-stole-5m-in-cryptocurrency-via-sim-swap-pleads-guilty/
Prosecutors: Two men used SIM swapping to extort cryptocurrency,,https://arstechnica.com/tech-policy/2019/02/prosecutors-two-men-used-sim-swapping-to-extort-cryptocurrency/
Fire (and lots of it): Berkeley researcher on the only way to fix cryptocurrency,,https://arstechnica.com/information-technology/2019/02/researcher-counts-the-reasons-he-wants-cryptocurrency-burned-with-fire/
Digital trends 2019: Every single stat you need to know about the internet­­­­­­,,https://thenextweb.com/contributors/2019/01/30/digital-trends-2019-every-single-stat-you-need-to-know-about-the-internet/
The culture of self-similarity: A fractal philosophy for a better internet,,http://sabelo.io/2019/02/06/the-culture-of-self-similarity
Tech Companies Expand to Canada ,,https://www.lexology.com/library/detail.aspx?g=8e40aed2-4317-4b76-886d-79f7b2165052
Philosopher Hadn’t Seen “The Matrix” Before Publishing Simulation Hypothesis: Nick Bostrom doesn't think you should try to break free from the Matrix.,,https://futurism.com/matrix-simulation-argument-nick-bostrom
Emoji Law 2018 Year-in-Review (Eric Goldman),,https://blog.ericgoldman.org/archives/2019/01/emoji-law-2018-year-in-review.htm
CREATIVITY,,0
Leafs in dispute with Snoop Dogg over cannabis trademark,,https://thecannabischannel.ca/author/aidan-macnab/business-and-legal-issues/leafs-in-dispute-with-snoop-dogg-over-cannabis-trademark-13674/
The Perils of Comparative Advertising - A lesson from Super Bowl 53,,https://www.lexology.com/library/detail.aspx?g=94d45378-0a66-4a11-8e52-788e48c6dc4b
Securing Necessary Copyright And Trademark Rights For Broadcasts And Promotions Related To The NFL Championship Games And Super Bowl 53,,https://www.lexology.com/library/detail.aspx?g=f8ed8ab4-2341-4698-9049-3cdec6f1ac6a
The Greatest Trick The NFL Ever Pulled Is Convincing The World It Holds Trademark Rights That Don't Exist,,https://www.techdirt.com/articles/20190201/09480141508/greatest-trick-nfl-ever-pulled-is-convincing-world-it-holds-trademark-rights-that-dont-exist.shtml
Initial Fallout From McDonald's Losing Its EU 'Big Mac' Trademark Is Mockery From Burger King,,https://www.techdirt.com/articles/20190204/13064341527/initial-fallout-mcdonalds-losing-eu-big-mac-trademark-is-mockery-burger-king.shtml
Las Vegas-based artist claims that Ariana Grande plagiarised his work: Vladimir Kush is suing the 7 Rings singer for copyright infringement,,https://www.theartnewspaper.com/news/las-vegas-based-artist-claims-that-ariana-grande-plagiarised-his-work
Money is on the Line in Billions Copyright Infringement Lawsuit,,https://www.lexology.com/library/detail.aspx?g=4a33c759-a84f-452a-a2c7-81548c53151f
U.S. Supreme Court’s Denial of Actress’s Petition Highlights First Amendment Protection of Docudramas,,https://www.lexology.com/library/detail.aspx?g=684367cc-efc5-4526-be3a-1ff0a17959b5
Life + 70 Years: Copyrighted Works That Have Entered into the Public Domain in 2019 - a European Perspective,,https://www.lexology.com/library/detail.aspx?g=a0c9d2fc-7b8e-4100-8842-0155cf26cf7c
Photo-Trolls Still Target Broadcasters,,https://www.lexology.com/library/detail.aspx?g=f69eac79-767d-4e0f-9a3b-d550e1c4d026
Gavin McInnes Files Laughably Silly Defamation Lawsuit Against Southern Poverty Law Center,,https://www.techdirt.com/articles/20190204/23555241529/gavin-mcinnes-files-laughably-silly-defamation-lawsuit-against-southern-poverty-law-center.shtml
"The Lawyer For Rapper 21 Savage, Who Was Detained By ICE, Says It's Not His Fault He Was In The US Illegally",,https://www.buzzfeednews.com/article/tasneemnashrulla/21-savage-ice-arrest-immigration-status
Good Girl Gone Mad,,https://www.lexology.com/library/detail.aspx?g=2f00b85b-97b7-4280-9416-7aaa7abc82fa
Bellino v. Judge,,https://www.lexology.com/library/detail.aspx?g=1c36ae32-ed63-42f1-bfa7-0c34a7f4d712
Copyright in a Taste - A “Work” in Progress,,https://www.lexology.com/library/detail.aspx?g=3022dd46-8085-4231-8c7c-be4b58696236
Ad Standards Overhauls Dispute Procedure,,https://www.lexology.com/library/detail.aspx?g=ece40edb-30a6-445a-9333-5f4e9eedcc70
CAP censors political free speech,,https://www.lexology.com/library/detail.aspx?g=4fe8615e-a74a-493e-a126-51a455704da8
"Knight Commission On Trust, Media And Democracy",,http://csreports.aspeninstitute.org/Knight-Commission-TMD/2019/report
Stupid Patent Of The Month: IBM's Software Patent On Texting And Driving,,https://www.techdirt.com/articles/20190131/17105841504/stupid-patent-month-ibms-software-patent-texting-driving.shtml
Basquiat used invisible ink to make secret drawings in his paintings,,https://arstechnica.com/science/2019/02/conservator-finds-secret-drawings-in-invisible-ink-in-basquiat-painting/
"MEDIA, COMMUNICATIONS & NET NEUTRALITY",,0
Canada's Bell Tried To Have VPNs Banned During NAFTA Negotiations,,https://www.techdirt.com/articles/20190130/10141941498/canadas-bell-tried-to-have-vpns-banned-during-nafta-negotiations.shtml
The Real Over-the-Top: CBC President Likens Netflix to Cultural Imperialism Such As the British in India or French in Africa (Michael Geist),,http://www.michaelgeist.ca/2019/01/the-real-over-the-top-cbc-president-likens-netflix-to-cultural-imperialism-such-as-the-british-in-india-or-french-in-africa/
Hidden in Plain Sight?: The Search For Canadian Content on Netflix (Michael Geist),,http://www.michaelgeist.ca/2019/01/hidden-in-plain-sight-the-search-for-canadian-content-on-netflix/
Gwyneth Paltrow’s Goop Gets With Netflix For Wellness Docuseries,,https://www.tubefilter.com/2019/02/06/gwyneth-paltrow-goop-netflix-series/
Gwyneth Paltrow and Netflix Seal Deal as Goop Expands Original Content ,,https://variety.com/2019/film/news/gwyneth-paltrow-netflix-goop-1203125452/
Netflix buys into Goop hooey with deal to make a wellness docuseries,,https://arstechnica.com/science/2019/02/goop-lands-netflix-deal-despite-track-record-of-egregious-false-health-claims/
Netflix Debuts New Logo For Originals To Make Viewers Feel Like They’re In A Movie Theater,,https://www.tubefilter.com/2019/02/01/netflix-new-logo-originals/
Canadians will be able to watch U.S. Super Bowl commercials — for now,,https://globalnews.ca/news/4915489/canadians-super-bowl-ads/
"Here’s a Roundup of All the Super Bowl Ads About Robots and AI: Tech was the star of Super Bowl LIII - during the commercials, anyways.",,https://futurism.com/super-bowl-ads-robots-ais
How to Watch the Super Bowl in VR With Friends for Free,,https://www.roadtovr.com/watch-super-bowl-in-vr-with-friends-free-remotely-social-multiplayer/
FCC struggles to convince judge that broadband isn’t “telecommunications”: Skeptical judges question FCC's justification of net neutrality repeal.,,https://arstechnica.com/tech-policy/2019/02/throttling-of-firefighters-hurts-fcc-case-as-it-defends-net-neutrality-repeal/
Net neutrality court case preview: Did FCC mess up by redefining broadband?,,https://arstechnica.com/tech-policy/2019/01/net-neutrality-advocates-confident-about-beating-fcc-as-case-heads-to-court/
Ajit Pai loses in court—judges overturn gutting of tribal broadband program,,https://arstechnica.com/tech-policy/2019/02/ajit-pai-loses-in-court-judges-overturn-gutting-of-tribal-broadband-program/
Court Tells FCC Its Attack On Tribal Broadband Subsidies Wasn't Based On The Facts,,https://www.techdirt.com/articles/20190204/11551241526/court-tells-fcc-attack-tribal-broadband-subsidies-wasnt-based-facts.shtml
House Democrats tell Ajit Pai: Stop screwing over the public,,https://arstechnica.com/tech-policy/2019/02/house-democrats-tell-ajit-pai-stop-screwing-over-the-public/
"Russian Site-Blocking Leads To An Explosion In 'Pirate' Sites, Tiny Dip In Piracy",,https://www.techdirt.com/articles/20190129/14133241490/russian-site-blocking-leads-to-explosion-pirate-sites-tiny-dip-piracy.shtml
Bogus Net Neutrality Comments Linked To Trumpland,,https://www.techdirt.com/articles/20190201/07553041507/bogus-net-neutrality-comments-linked-to-trumpland.shtml
"Fake FCC Comments Linked to Ex-Trump Campaign Director's Org, Boosted By Roger Stone",,https://gizmodo.com/fake-fcc-comments-linked-to-ex-trump-campaign-directors-1832233664
FCC Seeks Comments on Video Description Marketplace for Report to Congress ,,https://www.lexology.com/library/detail.aspx?g=a3c2a9fa-aa6e-4a6b-8ace-8816276b0c00
"Citing a Desire to Promote Spam-Protection Measures, FCC Classifies Wireless Messaging as an Information Service",,https://www.lexology.com/library/detail.aspx?g=34556fec-7b57-4ba3-818b-db8cfe779139
Public Knowledge Petitions FCC to Reverse Decision Classifying Text Messages as “Information Services” ,,https://www.lexology.com/library/detail.aspx?g=ad00523e-27df-49ca-ae73-fe2c5a9ec8dc
AT&T’s misleading “5G E” indicator comes to 4G iPhones in iOS 12.2 beta,,https://arstechnica.com/information-technology/2019/02/atts-misleading-5g-e-indicator-comes-to-4g-iphones-in-ios-12-2-beta/
FCC Accused Of Colluding With Big Carriers On 5G Policy,,https://www.techdirt.com/articles/20190128/12533441477/fcc-accused-colluding-with-big-carriers-5g-policy.shtml
Time Warner Cable Seeks to Defeat Class Certification in TCPA Wrong Number Case ,,https://www.lexology.com/library/detail.aspx?g=f32eafbc-c89d-4ca3-9e53-a0cebae5b8d5
Charter will spend less on cable network in 2019 but charge customers more,,https://arstechnica.com/information-technology/2019/01/charter-will-spend-less-on-cable-network-in-2019-but-charge-customers-more/
The Revolving Door Spins Hard: FCC's Clyburn Now Lobbying For T-Mobile,,https://www.techdirt.com/articles/20190206/07494941538/revolving-door-spins-hard-fccs-clyburn-now-lobbying-t-mobile.shtml
"T-Mobile Tries To Save Its Unpopular Merger With A Few Concessions, But Nobody's Buying",,https://www.techdirt.com/articles/20190205/10121441535/t-mobile-tries-to-save-unpopular-merger-with-few-concessions-nobodys-buying.shtml
SURVEILLANCE & PRIVACY,,0
"New York Attorney General Enters Into Groundbreaking Settlement With Seller of Fake Followers and ""Likes""",,https://www.lexology.com/library/detail.aspx?g=a8eef80a-79f0-43d7-bed1-190bc744bc10
DNA-Matching Company Decides To Open Its Doors To The FBI Without Bothering To Inform Its Users,,https://www.techdirt.com/articles/20190203/13203241520/dna-matching-company-decides-to-open-doors-to-fbi-without-bothering-to-inform-users.shtml
"New Japanese Law Lets Government Hack IOT Devices, Warn Owners They're Vulnerable",,https://www.techdirt.com/articles/20190129/08152741484/new-japanese-law-lets-government-hack-iot-devices-warn-owners-theyre-vulnerable.shtml
"GDPR - Impact on Canadian Business Obligations, Liability and Contract Terms",,https://www.lexology.com/library/detail.aspx?g=85132863-c0be-44fc-ad34-e8b8ccf8ed75
The rise of the GDPR in media law,,https://www.lexology.com/library/detail.aspx?g=cd8cdc5f-6f96-4032-9730-54a61d0eb045
Defense of Amazon's Face Recognition Tool Undermined by Its Only Known Police Client,,https://gizmodo.com/defense-of-amazons-face-recognition-tool-undermined-by-1832238149
U.S. Prisons Are Covertly Gathering Inmates’ Biometric Voice Data,,https://futurism.com/us-prisons-collect-biometric-voice-data-surveillance
Privacy Primer: The Children’s Online Privacy Protection Act (COPPA),,https://www.lexology.com/library/detail.aspx?g=51a99546-91bd-4c1b-8e7c-a2258f945cfa
Hyper-Personalisation: the brands who want to know your name ,,https://www.lexology.com/library/detail.aspx?g=d813a753-e778-4e1c-9355-68143d091a9a
"To protect users’ privacy, iOS 12.2 will limit Web apps’ access to iPhone’s sensors",,https://arstechnica.com/gadgets/2019/02/in-the-name-of-privacy-apple-plans-to-limit-ar-features-in-mobile-safari/
Revolving Doors And Regulatory Capture Are Ensuring E-Voting Remains An Insecure Mess,,https://www.techdirt.com/articles/20190124/17595141464/revolving-doors-regulatory-capture-are-ensuring-e-voting-remains-insecure-mess.shtml
UK Forum Hands Out Public Records Request-Dodging Guidance To Over 100 Government Agencies,,https://www.techdirt.com/articles/20190129/12293341487/uk-forum-hands-out-public-records-request-dodging-guidance-to-over-100-government-agencies.shtml
