"Are the algorithms that power dating apps racially biased?: If the algorithms powering these match-making systems contain pre-existing biases, is the onus on dating apps to counteract them?",,https://www.wired.co.uk/article/racial-bias-dating-apps
Two Pricing AIs Went Rogue and Formed a Cartel to Gouge Humans: Capitalism is just another game that the AI intends to win.,,https://futurism.com/ai-formed-cartel-gouge-humans
AI Executive Order - What’s Next? ,,https://www.lexology.com/library/detail.aspx?g=df6f53bb-41be-4bea-b10f-151d7895c165
Elon Musk-backed AI Company Claims It Made a Text Generator That's Too Dangerous to Release,,https://gizmodo.com/elon-musk-backed-ai-company-claims-it-made-a-text-gener-1832650914
The AI Text Generator That's Too Dangerous To Make Public,,https://www.wired.com/story/ai-text-generator-too-dangerous-to-make-public/
"OpenAI built a text generator so good, it’s considered too dangerous to release",,https://techcrunch.com/2019/02/17/openai-text-generator-dangerous/
"Researchers, scared by their own work, hold back “deepfakes for text” AI",,https://arstechnica.com/information-technology/2019/02/researchers-scared-by-their-own-work-hold-back-deepfakes-for-text-ai/
"Robots Are Already Driving and Painting, Now They’re Directing Films Too: A new documentary lets robots interview and film humans.",,https://futurism.com/this-robot-took-over-as-director-for-a-new-documentary
"India’s first RoboCop: Kerala Police inducts robot, gives it SI rank: Chief Minister Vijayan welcomed the Sub Inspector (SI) ranked robot into the service with an honorary salute and the 'RoboCop' responded with a perfect salute. It has been named KP-Bot.",,https://www.indiatoday.in/trending-news/story/india-first-robocop-kerala-police-inducts-robot-gives-si-rank-1460371-2019-02-20
Gambling Commission announces new rules for online gambling,,https://www.lexology.com/library/detail.aspx?g=6567a1a5-9845-4824-8bb4-557f00259db5
New WIPO study on A.I. inventions and EDPB opinion on clinical trials ,,https://www.lexology.com/library/detail.aspx?g=00a087e0-340d-49c7-b91a-886f518b581b
This is why AI has yet to reshape most businesses,,https://www.technologyreview.com/s/612897/this-is-why-ai-has-yet-to-reshape-most-businesses/
We should treat algorithms like prescription drugs,,https://qz.com/1540594/treating-algorithms-like-prescription-drugs-could-reduce-ai-bias/
"Ocasio-Cortez is right, algorithms are biased - but we can make them fairer",,https://thehill.com/opinion/technology/429883-ocasio-cortez-is-right-algorithms-are-biased-but-we-can-make-them-fairer
"On WhatsApp, Rumours, and Lynchings",,https://www.epw.in/journal/2019/6/insight/whatsapp-rumours-and-lynchings.html
Did an employer breach its duty of care to an employee when it changed the passwords on his personal internet accounts on his company-provided mobile?,,https://www.lexology.com/library/detail.aspx?g=a31671e0-81fd-470b-8d8b-daede741b950
What happens when you create a fake music record label and upload bad music to Spotify: A scholarly experiment to figure out how Spotify works (and how to trick it),,https://www.salon.com/2019/02/17/what-happens-when-you-create-a-fake-music-record-label-and-upload-bad-music-to-spotify/
Spotify Paid Nearly $340 Million to Buy Podcast Startups Gimlet and Anchor,,https://variety.com/2019/digital/news/spotify-acquire-paid-gimlet-anchor-340-million-1203140881/
SoundCloud Launches Tool to Distribute Music to Other Streaming Services,,https://variety.com/2019/digital/news/soundcloud-launches-distribution-tool-spotify-1203142564/
DJ Deadmau5 Quits Twitch After Platform Suspends Him For Homophobic Remarks,,https://www.tubefilter.com/2019/02/14/deadmau5-quits-twitch-homophobic-remarks/
The Record Label of The Future is No Label At All: Spotify’s acquisitions of Gimlet and Anchor signal ambitious plans to disintermediate the music industry.,,https://medium.com/@denishakuhlor/the-record-label-of-the-future-is-no-label-at-all-75a0b52a4995
It Sounds Like It Could Be a While Until We Actually Get Apple's Streaming Service,,https://gizmodo.com/it-sounds-like-it-could-be-a-while-until-we-actually-ge-1832668623
"Apple Taps Reese Witherspoon, J.J. Abrams, More For Video Service Launch Event On March 25",,https://www.tubefilter.com/2019/02/14/apple-star-studded-video-launch-event/
"Gambling, porn, and piracy on iOS: Apple’s enterprise certificate woes continue",,https://arstechnica.com/gadgets/2019/02/google-and-facebook-werent-the-only-ones-breaking-apples-rules-to-distribute-apps/
"Apple reportedly planning to combine iPhone, iPad, and Mac apps by 2021",,https://arstechnica.com/gadgets/2019/02/apple-reportedly-planning-to-combine-iphone-ipad-and-mac-apps-by-2021/
Samsung’s foldable phone is finally official—meet the Galaxy Fold,,https://arstechnica.com/gadgets/2019/02/samsungs-foldable-phone-is-finally-official-meet-the-galaxy-fold/
Microsoft culls secret Flash whitelist after Google points out its insecurity,,https://arstechnica.com/gadgets/2019/02/microsoft-culls-secret-flash-whitelist-after-google-points-out-its-insecurity/
Florida Court Finds Virtual Currency Subject to Money Service Businesses Law ,,https://www.lexology.com/library/detail.aspx?g=3fc87139-0314-42e2-8589-37d301b2596b
Trouble in Paradise: Florida Court Rules that Selling Bitcoin is Money Transmission,,https://www.lexology.com/library/detail.aspx?g=f7d45c42-100b-492b-85a8-64b1c8f732da
JPMorgan is creating a cryptocurrency pegged to the dollar,,https://arstechnica.com/tech-policy/2019/02/jpmorgan-is-creating-a-cryptocurrency-pegged-to-the-dollar/
Inside the London tech scene's frantic plan to stop Brexit: Britain's techies still want to bring Brexit crashing down - and they're scrambling to build the tools to do so,,https://www.wired.co.uk/article/techforuk-techuk-startups-brexit-eloise-todd-gina-miller-nodeal
The Internet Was Built on the Free Labor of Open Source Developers. Is That Sustainable?: A look at the complicated business of funding open source software development.,,https://motherboard.vice.com/en_us/article/43zak3/the-internet-was-built-on-the-free-labor-of-open-source-developers-is-that-sustainable
"GoFundMe: Hope, but no solution, for the needy",,https://www.bbc.com/news/technology-47156142
Judges Are Struggling To Interpret Emoji In Court Cases,,https://futurism.com/the-byte/interpret-emoji-court-cases
How Would You Feel Having Your Emoji Messages Read Out in Court?,,https://gizmodo.com/how-would-you-feel-having-your-emoji-messages-read-out-1832723698
Queensland drivers set to get emoji number plates: Apparently there’s no stopping the spread of emoji - and road users are about to start seeing more of the little characters.,,https://www.news.com.au/technology/innovation/motoring/queensland-drivers-set-to-get-emoji-number-plates/news-story/ec0fc157acd77a2ac8d79621a1d16b06
Ong's Hat: The Early Internet Conspiracy Game That Got Too Real,,https://gizmodo.com/ongs-hat-the-early-internet-conspiracy-game-that-got-t-1832229488
Welcome to the cyber world: The real-world tech behind Alita: Battle Angel,,https://arstechnica.com/science/2019/02/welcome-to-the-cyber-world-the-real-world-tech-behind-alita-battle-angel/
CREATIVITY,,0
Alec Baldwin Wants to Know if Donald Trump Is Threatening Him,,https://jezebel.com/alec-baldwin-wants-to-know-if-donald-trump-is-threateni-1832701509
Fox News Bans Ad For Documentary About American Nazi Rally in 1939,,https://paleofuture.gizmodo.com/fox-news-bans-ad-for-documentary-about-american-nazi-ra-1832616819
Justice Thomas Is Apparently Serious About Completely Upturning Over 50 Years Of 1st Amendment Law,,https://www.techdirt.com/articles/20190219/10524041632/justice-thomas-is-apparently-serious-about-completely-upturning-over-50-years-1st-amendment-law.shtml
"Meghan, Duchess of Sussex, threatens to sue Mail on Sunday: Paper published letter from royal saying father Thomas Markle had ‘broken her heart’",,https://www.theguardian.com/uk-news/2019/feb/23/duchess-of-sussex-threatens-to-sue-mail-on-sunday-over-letter-to-father
Copyright May Protect a Car Wash’s Liability Disclaimer–Rassamni v. Fresno Auto Spa (Eric Goldman),,https://blog.ericgoldman.org/archives/2019/02/copyright-may-protect-a-car-washs-liability-disclaimer-rassamni-v-fresno-auto-spa.htm
Red Sole Diaries: another chapter,,http://ipkitten.blogspot.com/2019/02/red-sole-diaries-another-chapter.html
How sexist will the media’s treatment of female candidates be? Rule out ‘not at all.’,,https://www.washingtonpost.com/lifestyle/style/how-sexist-will-the-medias-treatment-of-female-candidates-be-rule-out-not-at-all/2019/02/15/117158e4-2fcb-11e9-8ad3-9a5b113ecd3c_story.html?utm_term=.ed1399b9b419
One of Anime’s Biggest Voices Accused of Sexual Harassment,,https://io9.gizmodo.com/one-of-anime-s-biggest-voices-accused-of-sexual-harassm-1832390505
We get the journalism we deserve,,https://qz.com/1552503/media-literacy-is-crucial-to-help-sustain-high-quality-journalism/
Dentist’s failed suit demonstrates a copyright’s bite needs more than teeth ,,https://www.lexology.com/library/detail.aspx?g=9485caee-2ff6-46cd-a1ad-ca9d995f6ae7
The Hard Truth About Innovative Cultures,,https://hbr.org/2019/01/the-hard-truth-about-innovative-cultures
This Video Explores Starship Troopers’ Messy Satirical Relationship With Fascism,,https://io9.gizmodo.com/this-video-explores-starship-troopers-messy-satirical-1832687534
Smoke and mirrors? Big Tobacco slip(stream)s back into Formula One sponsorship deals ,,https://www.lexology.com/library/detail.aspx?g=62a9e4e4-a538-40b3-983d-12f8a5351f72
"If you call this firm a “patent troll,” it might sue for defamation",,https://arstechnica.com/tech-policy/2019/02/if-you-call-this-firm-a-patent-troll-it-might-sue-for-defamation/
Appeals Court Takes No Time At All In Rejecting Patent Troll's Ridiculous Lawsuit Against Cloudflare,,https://www.techdirt.com/articles/20190215/10254841600/appeals-court-takes-no-time-all-rejecting-patent-trolls-ridiculous-lawsuit-against-cloudflare.shtml
Calling Out Copyright Troll Mathew Higbee,,https://www.techdirt.com/articles/20190213/18080341591/calling-out-copyright-troll-mathew-higbee.shtml
When does an Oscar speech become defamatory? ,,https://www.lexology.com/library/detail.aspx?g=a41ae47b-581d-4f85-a1e8-e0dd89a36452
"MEDIA, COMMUNICATIONS & NET NEUTRALITY",,0
"Canada's telecom industry uses misleading and unacceptable sales practices, CRTC report confirms: CRTC report says aggressive practices harm vulnerable consumers, such as seniors, and exist across all sales channels",,https://business.financialpost.com/telecom/newsalertcrtc-confirms-unacceptable-sales-practices-used-by-telecom-industry
FTC Opts Out of Updating Anti-Spam Rule ,,../NoW archive/NoW archive/FTC Opts Out of Updating Anti-Spam Rule
Ajit Pai orders phone companies to adopt new anti-robocall tech in 2019,,https://arstechnica.com/tech-policy/2019/02/ajit-pai-orders-phone-companies-to-adopt-new-anti-robocall-tech-in-2019/
Ajit Pai says broadband access is soaring—and that he’s the one to thank,,https://arstechnica.com/tech-policy/2019/02/ajit-pai-says-broadband-access-is-soaring-and-that-hes-the-one-to-thank/
"Sprint, T-Mobile Execs Continue To Hallucinate Competitors In Their Post-Merger Dreamscape",,https://www.techdirt.com/articles/20190218/09074141624/sprint-t-mobile-execs-continue-to-hallucinate-competitors-their-post-merger-dreamscape.shtml
"FCC Issues Staff Report on ""Robocalling""",,https://www.lexology.com/library/detail.aspx?g=f1eb206e-8e83-4e9a-b217-3c2e05330c49
How an Investigation of Fake FCC Comments Snared a Prominent D.C. Media Firm ,,https://gizmodo.com/how-an-investigation-of-fake-fcc-comments-snared-a-prom-1832788658
"In Wake Of Verizon Flub, New Law Would Ban Wireless Throttling Of First Responders",,https://www.techdirt.com/articles/20190212/07315041575/wake-verizon-flub-new-law-would-ban-wireless-throttling-first-responders.shtml
5G Has Become The Magic Pixie Dust Of Tech Policy Conversations,,https://www.techdirt.com/articles/20190213/10535041587/5g-has-become-magic-pixie-dust-tech-policy-conversations.shtml
Why the future of satellite internet might be decided in rural Alaska,,https://www.technologyreview.com/s/612949/why-the-future-of-satellite-internet-might-be-decided-in-rural-alaska/
SURVEILLANCE & PRIVACY,,0
"Actually, Secretly Filming Students' Cleavage Is Illegal, Canada's Supreme Court Rules",,https://gizmodo.com/actually-secretly-filming-students-cleavage-is-illegal-1832622983
"The Supreme Court’s Jarvis ruling delivers a win for privacy, but it’s a missed opportunity for equality",,https://www.theglobeandmail.com/opinion/article-the-supreme-courts-jarvis-ruling-delivers-a-win-for-privacy-but-its/
"Right to privacy not an all-or-nothing concept, says SCC in voyeurism case",,https://www.canadianlawyermag.com/legalfeeds/author/elizabeth-raymer/right-to-privacy-not-an-all-or-nothing-concept-says-scc-in-voyeurism-case-16865/
“Privacy is Not an All-or-Nothing Concept”: The Supreme Court of Canada’s decision in R. v. Jarvis,,https://www.lexology.com/library/detail.aspx?g=a6edeb00-8e18-4cd5-bc07-392385ff4a04
R. v. Jarvis (2019 SCC 10),,https://scc-csc.lexum.com/scc-csc/scc-csc/en/item/17515/index.do
Canadian Privacy Commissioners jointly issue guidelines to organizations for obtaining meaningful consent ,,https://www.lexology.com/library/detail.aspx?g=61a8c12f-372a-4e98-ade1-ad78ef7e9cef
When a privacy policy is not enough: Canadian Privacy Commissioners issue new guidance on obtaining meaningful consent,,https://www.lexology.com/library/detail.aspx?g=1c72e9e9-2b32-47c0-aef2-9f55d0250df1
Yet Another Breach ,,https://www.lexology.com/library/detail.aspx?g=e876f745-2c2e-41e0-befd-07ae1ad92f4f
The Lucrative Government Spyware Industry Has a New 'One-Stop-Shop' for Hacking Everything,,https://gizmodo.com/the-lucrative-government-spyware-industry-has-a-new-one-1832568791
Deputies Sued After False ALPR Hit Leads To Guns-Out Traffic Stop Of California Privacy Activist,,https://www.techdirt.com/articles/20190217/08240241618/deputies-sued-after-false-alpr-hit-leads-to-guns-out-traffic-stop-california-privacy-activist.shtml
"With elections weeks away, someone “sophisticated” hacked Australia’s politicians",,https://arstechnica.com/information-technology/2019/02/australian-political-parties-hacked-by-nation-state-attacker/
Inside the DNSpionage hacks that hijack domains at an unprecedented scale,,https://arstechnica.com/information-technology/2019/02/inside-the-dnspionage-hacks-that-hijack-domains-at-an-unprecedented-scale/
Automakers Could Give Police Control Over Your Self-Driving Car,,https://futurism.com/police-control-self-driving-cars
"Hard-to-detect credential-theft malware has infected 1,200 and is still going",,https://arstechnica.com/information-technology/2019/02/hard-to-detect-credential-theft-malware-has-infected-1200-and-is-still-going/
Nasty code-execution bug in WinRAR threatened millions of users for 14 years,,https://arstechnica.com/information-technology/2019/02/nasty-code-execution-bug-in-winrar-threatened-millions-of-users-for-14-years/
